34
65
0 1 10 11
0 5 2 5
0 6 8 9
1 2 5 6
1 7 8 13
1 12 9 16
2 3 3 7
2 8 6 7
2 9 2 8
3 4 9 12
3 9 4 6
3 10 10 15
4 10 4 6
5 6 9 12
5 11 7 11
5 17 9 18
6 12 5 6
7 8 7 8
7 13 2 5
8 9 3 7
8 14 5 8
9 10 8 12
9 15 2 7
10 16 7 9
10 23 15 19
11 12 2 7
11 17 5 11
11 18 4 9
12 13 4 8
12 18 6 8
13 14 1 6
13 19 3 10
14 15 5 9
14 20 4 12
14 21 9 15
15 16 5 8
15 22 9 16
16 23 9 13
17 18 7 14
17 28 9 15
18 19 6 12
18 24 5 6
19 20 2 3
19 25 3 7
20 21 5 8
20 26 7 11
21 22 1 2
21 27 4 8
22 23 5 7
22 27 5 5
23 33 10 16
24 25 9 16
24 28 7 9
24 29 5 11
25 26 4 5
25 30 9 12
26 27 10 13
26 31 5 6
27 32 3 8
27 33 2 9
28 29 4 7
29 30 6 8
30 31 3 7
31 32 5 10
32 33 1 4
4
165
446
446
