31
50
0 1 2 5
0 6 10 13
0 29 4 12
0 30 3 4
1 2 1 14
1 7 6 14
2 3 5 12
2 8 2 5
3 8 9 3
3 12 3 8
4 5 3 8
4 9 4 10
4 30 1 4
5 6 3 9
5 10 2 12
5 30 3 9
6 7 3 14
7 8 7 12
7 11 8 14
8 12 6 9
9 10 4 10
9 13 1 4
9 15 2 8
10 11 5 9
10 16 4 10
11 12 4 7
11 17 5 12
12 18 6 14
13 14 5 7
14 15 3 8
15 16 2 9
17 18 5 9
17 20 3 7
18 19 4 12
18 20 3 8
18 21 2 9
19 21 5 11
20 21 4 14
22 23 3 10
22 24 3 7
22 25 2 6
23 26 2 5
24 27 5 12
25 26 1 3
25 27 5 13
26 28 2 8
27 28 3 9
27 30 3 4
28 29 7 10
28 30 2 5
10
50
317
317
