58
81
1 3 20 0
1 40 45 45
1 52 140 0
2 5 15 0
2 21 20 20
3 5 65 0
4 14 40 0
4 15 45 0
4 20 65 0
5 18 50 0
6 7 95 0
6 22 30 30
6 48 50 50
7 49 115 115
8 19 10 0
8 32 120 120
8 37 70 70
9 15 5 0
9 26 120 120
9 31 40 40
10 50 25 0
10 17 75 0
11 12 10 0
11 14 10 0
12 13 10 0
12 16 10 0
13 17 25 0
14 16 10 0
15 16 30 0
18 19 5 0
19 20 10 0
21 38 20 20
22 23 40 40
22 25 15 15
22 26 40 40
23 24 20 20
23 48 10 10
24 25 15 15
24 29 15 15
25 27 15 15
26 50 120 120
26 27 10 10
27 28 10 10
28 29 20 20
28 31 100 100
29 30 10 10
30 32 100 100
30 47 60 60
31 32 10 10
32 33 10 10
33 34 30 30
33 47 60 60
34 35 10 10
34 36 15 15
35 36 5 5
35 37 60 60
36 44 55 55
37 39 35 35
37 44 50 50
38 39 10 10
39 41 30 30
40 41 15 15
41 43 50 50
42 51 90 90
42 43 10 10
42 45 20 20
43 44 20 20
44 46 10 10
45 46 20 20
45 54 70 70
46 47 45 45
0 47 20 20
0 49 100 100
0 53 50 50
48 49 40 40
49 56 5 5
51 52 30 0
53 54 45 45
53 56 85 85
55 57 30 30
55 56 45 45
100
300
3990
3990
