77
98
0 1 32 32
1 2 14 14
1 3 17 17
3 4 56 56
4 5 8 8
4 6 6 6
6 7 18 18
7 8 26 26
8 9 20 20
9 10 12 12
10 11 32 32
11 15 29 29
12 15 13 13
12 13 7 7
13 14 7 7
12 76 12 12
14 16 26 26
14 17 38 38
17 18 41 41
18 19 32 32
17 19 21 21
18 20 38 38
20 21 17 17
21 74 24 24
21 23 4 4
23 24 27 27
24 74 16 16
24 25 17 17
22 25 12 12
25 26 15 15
25 27 18 18
27 28 16 16
24 28 27 27
29 30 14 14
22 30 40 40
30 31 58 58
31 32 30 30
31 33 43 43
31 34 86 86
32 35 27 27
32 36 75 75
36 37 8 8
36 38 21 21
38 39 5 5
34 38 7 7
34 40 15 15
39 40 9 9
40 41 18 18
41 42 11 11
42 43 78 78
43 44 12 12
44 45 12 12
43 45 13 13
45 46 33 33
46 47 10 10
10 47 79 79
46 48 9 9
48 49 8 8
48 50 10 10
49 51 2 2
50 52 4 4
51 52 4 4
51 53 4 4
23 52 24 24
18 49 30 30
54 55 6 6
41 55 26 26
41 56 14 14
56 57 78 78
57 58 25 25
10 58 78 78
57 59 33 33
59 60 39 39
59 61 23 23
61 62 30 30
62 63 9 9
62 64 21 21
61 65 16 16
65 67 45 45
57 68 32 32
58 68 11 11
3 68 75 75
69 70 56 56
70 71 6 6
70 72 5 5
71 72 5 5
72 73 25 25
17 71 92 92
55 66 36 36
22 74 17 17
11 75 7 7
19 75 8 8
14 76 13 13
75 76 35 35
20 50 2 2
43 58 28 28
59 66 29 29
61 66 31 31
19
130
11512
11529
