77
98
0 1 32 32
1 2 14 14
1 3 17 17
3 4 56 56
4 6 6 6
6 7 18 18
7 8 26 26
8 9 20 20
10 11 32 32
11 15 29 29
12 15 13 13
12 13 7 7
14 16 26 26
14 17 38 38
17 18 41 41
18 19 32 32
18 20 38 38
20 21 17 17
21 74 24 24
21 23 4 4
23 24 27 27
24 74 16 16
24 25 17 17
22 25 12 12
25 26 15 15
25 27 18 18
24 28 27 27
22 30 40 40
30 31 58 58
31 32 30 30
31 33 43 43
31 34 86 86
32 35 27 27
34 40 15 15
42 43 78 78
43 44 12 12
43 45 13 13
45 46 33 33
46 47 10 10
46 48 9 9
48 49 8 8
48 50 10 10
49 51 2 2
50 52 4 4
51 52 4 4
51 53 4 4
23 52 24 24
18 49 30 30
54 55 6 6
41 56 14 14
56 57 78 78
57 58 25 25
10 58 78 78
57 59 33 33
59 60 39 39
59 61 23 23
61 62 30 30
62 63 9 9
62 64 21 21
61 65 16 16
65 67 45 45
57 68 32 32
58 68 11 11
3 68 75 75
70 72 5 5
71 72 5 5
72 73 25 25
17 71 92 92
22 74 17 17
19 75 8 8
20 50 2 2
43 58 28 28
4 5 8 0
9 10 12 0
13 14 7 0
12 76 12 0
17 19 21 0
27 28 16 0
29 30 14 0
32 36 75 0
36 37 8 0
36 38 21 0
38 39 5 0
34 38 7 0
39 40 9 0
40 41 18 0
41 42 11 0
44 45 12 0
10 47 79 0
41 55 26 0
69 70 56 0
70 71 6 0
55 66 36 0
11 75 7 0
14 76 13 0
75 76 35 0
59 66 29 0
61 66 31 0
10
200
6317
6317
