255
375
0 4 1860 1860
4 5 556 556
5 6 821 821
6 7 606 606
7 8 2195 2195
8 9 282 282
9 10 1834 1834
10 11 1109 1109
11 12 591 591
12 13 3357 3357
13 14 1922 1922
4 15 390 390
15 16 221 221
16 17 318 318
5 17 429 429
17 18 717 717
6 18 503 503
15 19 960 960
19 20 669 669
18 20 460 460
19 21 519 519
21 22 463 463
20 22 985 985
21 23 528 528
22 23 479 479
23 24 1561 1561
24 0 2841 0
20 25 681 681
7 25 1063 1063
6 254 991 991
25 26 969 969
22 27 1471 1471
26 27 590 590
26 28 720 720
27 28 819 819
8 28 794 794
8 254 637 637
9 29 498 498
28 30 559 559
30 29 383 383
30 31 1671 1671
31 32 420 420
29 32 1373 1373
32 10 130 130
31 33 546 546
33 34 510 510
34 35 363 363
35 32 424 424
35 11 673 673
34 36 894 894
36 12 226 226
24 37 709 0
37 38 2022 2022
38 39 747 747
38 40 2431 2431
40 33 2533 2533
38 41 3644 3644
41 42 605 605
40 42 3742 3742
42 43 666 666
36 43 5067 5067
13 43 3407 3407
14 44 1414 1414
44 45 2781 2781
45 46 844 844
45 47 774 774
47 48 553 553
45 48 1231 1231
48 49 1041 1041
49 50 1486 1486
50 51 1190 1190
51 52 1254 1254
52 53 468 468
53 54 230 230
54 41 1871 1871
54 52 662 662
43 53 1559 1559
52 55 545 545
55 56 341 341
56 57 422 422
55 57 332 332
57 58 324 324
58 51 502 502
58 59 358 358
50 59 1076 1076
56 60 368 368
60 61 376 376
61 62 1669 1669
59 63 1123 1123
63 64 520 520
64 65 2332 2332
65 3 2562 2562
3 49 2191 2191
3 47 874 874
63 66 3301 0
65 66 4023 0
66 67 4409 0
67 68 1781 1781
68 69 1101 1101
68 70 563 563
69 70 984 984
69 62 2931 2931
70 71 1613 1613
71 72 2954 2954
72 73 577 577
61 73 3309 3309
73 74 543 543
74 72 588 588
41 74 2479 2479
74 75 3247 3247
75 76 1169 1169
76 39 1022 1022
75 77 3457 3457
77 78 342 342
77 79 4719 4719
79 80 212 212
80 71 283 283
80 81 1725 1725
81 70 1274 1274
81 82 422 422
82 83 1671 1671
83 79 1294 1294
83 84 2384 2384
84 85 1607 1607
83 86 1479 1479
85 86 1041 1041
85 87 8010 8010
87 88 602 602
88 89 895 895
254 88 883 883
82 90 2892 2892
90 91 450 450
91 92 863 863
92 93 509 509
93 91 393 393
67 93 2070 2070
93 94 2463 2463
67 94 1390 1390
2 94 5069 5069
2 95 3831 3831
95 96 1948 1948
92 96 3062 3062
90 98 762 762
97 98 4437 4437
96 97 400 400
95 99 3661 3661
99 1 1562 1562
86 100 1423 1423
100 101 715 715
101 102 572 572
102 103 2681 2681
103 104 1298 1298
104 105 1451 1451
104 106 982 982
106 107 497 497
107 105 630 630
107 108 1268 1268
106 108 1078 1078
108 109 1724 1724
101 110 436 436
110 102 212 212
100 111 3207 3207
111 112 580 580
112 113 1204 1204
110 113 2014 2014
103 113 3092 3092
112 114 2331 2331
98 111 2533 2533
114 98 1971 1971
114 115 304 304
115 116 4996 4996
105 117 1300 1300
116 117 2279 2279
117 118 3922 3922
116 118 691 691
118 119 7060 7060
116 120 3157 3157
120 121 2760 2760
121 122 843 843
115 122 4529 4529
121 123 910 910
122 123 542 542
123 124 1486 1486
124 125 490 490
125 126 1720 1720
97 126 3483 3483
126 127 904 904
127 128 304 304
128 129 708 708
129 130 2233 2233
130 99 506 506
131 99 572 572
131 130 305 305
131 132 2066 2066
132 133 272 272
132 134 1588 1588
134 135 1753 1753
135 136 1378 1378
136 129 547 547
136 137 224 224
137 138 251 251
137 128 424 424
138 127 589 589
138 139 772 772
139 140 1138 1138
139 141 394 394
140 141 1308 1308
141 142 9647 9647
142 143 2703 2703
142 144 1451 1451
144 145 3385 3385
135 145 604 604
145 146 1812 1812
134 146 1406 1406
146 147 1533 1533
147 148 697 697
144 147 796 796
140 149 547 547
149 125 842 842
149 124 881 881
149 150 364 364
254 149 477 477
150 151 736 736
151 124 971 971
150 152 1253 1253
151 152 636 636
152 153 500 500
151 154 2376 2376
120 154 4308 4308
154 155 2120 2120
155 156 1295 1295
153 156 3174 3174
153 157 1764 1764
157 158 334 334
157 159 1652 1652
158 159 1090 1090
158 160 5318 5318
155 161 1937 1937
161 119 528 528
161 162 2444 2444
156 162 2208 2208
156 160 4163 4163
160 163 650 650
163 164 783 783
160 164 567 567
164 165 1114 1114
165 166 1191 1191
166 162 638 638
166 167 906 906
162 167 1474 1474
163 168 6561 6561
119 169 3454 3454
169 170 971 971
170 171 886 886
171 172 430 430
170 254 1041 1041
169 173 4804 4804
165 174 696 696
174 175 859 859
167 175 271 271
175 176 1324 1324
176 174 1596 1596
165 177 3419 3419
177 178 1982 1982
178 179 2073 2073
179 176 1362 1362
179 180 957 957
176 180 2086 2086
180 181 748 748
181 173 1231 1231
173 182 783 0
182 178 1316 1316
178 183 1731 1731
183 184 1499 0
177 184 2259 2259
184 185 3109 3109
184 252 3422 0
183 186 1452 0
185 186 1269 1269
186 187 3112 3112
187 173 2136 0
187 188 755 0
188 189 2565 0
188 190 792 0
