40
60
1 29 20 20
1 39 65 65
2 5 50 0
2 19 45 0
3 4 40 40
4 5 30 30
4 7 50 50
4 6 50 50
6 11 95 0
7 18 60 60
7 9 50 50
7 8 20 20
8 9 30 30
8 10 100 100
9 16 40 40
10 12 55 55
10 36 60 60
10 11 50 50
12 15 40 40
12 36 70 70
13 37 20 20
13 38 20 20
13 14 60 60
14 15 15 15
14 25 10 10
14 23 15 15
15 16 20 20
15 25 10 10
16 17 15 15
16 26 10 10
17 18 60 60
17 26 10 10
18 19 15 15
18 33 75 75
20 33 5 5
20 27 55 55
20 21 45 45
21 22 20 20
21 24 20 20
22 27 45 45
22 23 10 10
22 24 15 15
23 24 15 15
0 23 25 25
0 28 45 45
24 25 10 10
25 26 10 10
27 31 55 55
27 28 50 50
28 29 40 40
29 30 40 40
30 31 50 50
30 32 60 60
31 32 30 0
32 35 60 0
33 34 65 0
34 35 10 0
36 37 90 0
37 38 10 10
38 39 35 35
100
600
2535
2535
