30
63
0 1 4 9
0 4 3 7
0 7 7 10
0 8 10 16
1 2 3 6
1 8 5 8
2 9 6 12
3 4 5 11
3 5 3 8
3 6 1 4
4 7 8 11
5 6 3 6
5 10 7 10
6 7 8 9
6 11 8 11
7 8 7 18
7 12 6 10
7 13 7 12
7 14 10 16
8 9 3 10
8 14 3 8
9 14 5 7
9 18 10 12
10 11 5 7
10 15 5 12
10 19 10 13
11 12 3 6
11 15 6 9
12 13 5 8
12 15 8 10
12 16 7 12
13 14 9 10
13 16 4 8
14 17 3 7
14 18 7 11
15 16 9 13
15 19 3 5
15 20 7 8
16 17 5 10
16 21 5 6
17 18 2 6
17 22 3 7
17 25 9 12
19 20 7 9
19 23 2 5
19 26 5 8
20 21 5 7
20 23 5 6
20 27 5 8
20 28 8 10
21 22 10 12
21 24 2 6
21 28 4 7
22 25 7 10
22 29 3 5
23 26 5 9
23 27 2 6
24 28 3 5
24 29 1 4
25 29 3 4
26 27 10 11
27 28 7 10
28 29 6 13
3
200
386
386
