27
43
 1   2   3   1
 2   8  12   3
 2   4   4   3
 2   3   6  17
 8   9   5  20
 4   7   5   8
 7  11   5   4
 4   5   3   0
 3   5   5  12
 3   6   6   5
 5   6   5  20
 6  13   7  25
11  12   6  17
11  10   5  15
 9  10   6   0
 9  26   3   6
 9  25   7  19
25  26   5   0
24  26   4  12
10  24   6   0
 0  10   8   7
23  24   3   0
22  25   6  24
22  23   5   5
21  23   4   7
21  22   6  12
 0  21   5   5
 0  12   6   5
12  13   6   0
13  14   2   4
14  16   5  15
 0  16   6  20
 0  20   3   0
16  20   4   0
16  17   3   8
17  20   4   0
20  21   5   0
15  17   4   3
15  18  11  20
17  19   4   6
18  19   6  16
18  22   10 18
19  21   6  15
100
25
485
605
