58
79
1 2 10 10
1 4 60 60
1 21 50 50
1 14 45 45
2 3 65 65
2 5 50 50
3 7 75 0
3 23 90 90
4 5 30 30
4 52 40 40
4 19 50 50
4 51 25 25
6 7 15 0
6 8 45 0
8 13 55 0
9 45 55 0
9 53 100 0
10 42 15 0
10 43 15 0
11 25 35 0
11 31 70 0
12 27 25 0
12 29 15 0
13 30 15 0
14 15 5 5
14 20 15 15
15 21 60 60
15 16 15 15
16 17 5 5
16 20 5 5
17 34 25 25
17 18 15 15
18 50 50 50
18 19 15 15
19 20 20 20
21 22 5 5
22 23 5 5
22 32 120 120
23 24 30 30
24 26 60 60
24 25 55 55
26 28 5 5
26 27 30 30
28 30 25 25
28 29 20 20
31 32 20 20
32 33 25 25
33 37 15 15
33 35 80 80
0 33 70 70
0 34 10 10
34 36 70 70
35 38 80 80
35 47 90 90
35 36 45 45
36 46 115 115
37 41 105 105
37 38 45 45
38 39 65 65
38 40 20 20
39 41 15 15
39 40 65 65
40 49 80 80
40 48 95 95
41 42 20 20
41 44 5 5
43 44 15 15
44 45 65 65
46 47 25 0
46 56 20 0
47 54 55 0
48 49 25 25
48 54 20 0
49 53 10 0
50 51 10 10
50 55 150 0
51 52 35 0
55 57 40 0
56 57 15 0
100
300
4030
4030
