80
113
1 2 50 50
1 75 115 115
2 14 50 50
2 47 55 55
2 49 50 50
3 14 5 5
3 4 20 20
3 43 35 35
4 13 10 10
4 5 50 50
5 6 20 20
5 12 45 45
6 7 25 25
6 12 30 30
6 42 30 30
7 8 10 10
7 41 35 35
8 11 20 20
8 9 45 45
9 10 5 5
9 22 75 75
10 79 5 5
10 77 10 10
11 12 35 35
15 16 10 0
15 20 65 0
15 28 35 0
16 17 5 0
16 35 15 0
17 19 50 0
18 20 40 0
18 32 25 0
19 22 60 60
19 74 15 15
19 77 65 65
20 25 125 125
21 22 10 10
21 26 60 60
21 70 70 70
22 38 40 40
22 41 35 35
23 30 40 40
23 24 15 15
23 40 5 5
23 39 20 20
24 29 25 25
24 25 25 25
25 29 25 25
26 29 20 20
27 28 5 5
27 35 15 0
27 38 35 35
28 29 65 0
30 34 15 0
30 31 100 0
31 32 10 0
33 34 10 0
33 37 80 0
36 52 30 0
36 53 25 0
37 58 70 0
39 63 40 40
40 62 5 5
41 42 35 35
42 43 65 65
43 44 50 50
44 66 25 25
44 45 25 25
0 42 40 40
0 70 20 20
45 65 5 5
45 46 5 5
46 73 5 5
46 67 10 10
46 47 55 55
47 48 10 10
48 51 30 30
48 49 30 30
49 76 30 30
50 52 40 0
50 76 45 45
51 64 50 50
51 61 90 90
52 55 40 40
53 54 30 30
54 55 10 10
54 57 20 20
55 60 15 15
56 57 20 20
57 59 15 15
57 58 25 25
59 60 10 10
59 62 90 90
60 61 15 15
61 64 60 60
62 67 80 80
63 68 20 20
63 69 25 25
64 67 15 15
65 66 10 10
65 73 5 5
66 72 5 5
67 68 10 10
68 73 10 10
68 69 15 15
69 71 5 5
69 70 10 10
70 71 10 10
71 72 5 5
72 73 10 10
75 76 10 10
77 78 20 20
77 79 10 10
100
300
4650
4650
