93
130
1 16 20 0
1 71 10 10
1 72 15 15
2 16 5 0
2 3 5 5
2 71 5 5
3 16 5 0
3 69 60 60
3 70 5 5
4 12 25 0
4 15 25 0
4 69 50 50
5 11 10 0
5 68 35 35
5 6 35 35
6 8 60 0
6 55 50 50
6 68 10 10
7 8 55 0
7 34 30 30
7 53 40 40
8 33 50 50
9 91 50 0
9 10 30 0
10 14 15 0
11 12 25 0
12 13 10 0
13 14 5 0
15 16 50 0
17 37 40 0
17 38 30 0
17 41 45 0
18 19 40 0
18 45 10 0
18 46 10 0
19 28 40 0
19 20 115 0
20 24 20 0
20 23 15 0
21 75 20 20
21 22 30 30
21 25 55 55
22 78 10 10
22 23 40 40
24 25 60 60
25 27 100 100
25 26 60 60
26 50 20 20
27 28 15 15
27 29 30 30
29 47 5 5
29 48 10 10
30 31 10 10
31 78 30 30
31 76 45 45
32 86 15 15
32 33 5 5
32 34 10 10
32 35 70 70
33 92 10 10
33 34 10 10
35 39 15 15
35 37 30 30
35 36 25 25
38 39 60 60
39 40 65 65
40 52 10 10
40 41 90 90
41 43 15 15
42 43 10 10
42 44 15 15
43 49 75 75
44 45 30 30
46 47 40 40
47 48 5 5
48 49 50 50
49 51 30 30
50 51 20 20
50 61 10 10
51 52 15 15
51 63 10 10
52 53 15 15
52 63 10 10
53 54 10 10
53 64 15 15
54 55 45 45
55 56 10 10
56 68 50 50
56 57 25 25
0 54 15 15
0 55 35 35
0 57 15 15
0 65 15 15
57 58 20 20
58 59 5 5
58 65 10 10
59 60 5 5
59 62 10 10
60 66 60 60
60 61 15 15
61 62 15 15
62 63 5 5
62 64 5 5
63 64 5 5
64 65 5 5
66 67 30 30
67 70 30 30
68 69 45 45
70 71 5 5
72 77 20 20
72 73 10 10
73 77 10 0
74 83 5 0
74 84 5 0
75 78 20 20
75 80 25 0
76 78 10 10
76 79 25 0
77 82 20 0
79 81 15 0
80 81 10 0
80 85 160 0
82 83 30 0
84 85 40 0
86 92 10 10
87 92 20 0
87 88 5 0
88 89 15 0
89 90 20 0
90 91 15 0
100
600
3005
3005
