140
190
4 5 26 26
5 7 10 10
7 8 37 37
7 10 48 48
10 11 25 25
11 12 12 12
12 13 18 18
9 14 13 13
14 15 8 8
14 16 13 13
12 16 6 6
12 15 12 12
16 17 8 8
9 18 28 28
11 19 34 34
19 20 58 58
19 21 10 10
19 23 33 33
22 23 56 56
23 24 10 10
24 25 48 48
24 26 19 19
26 27 6 6
27 28 5 5
27 29 5 5
29 30 41 41
29 31 28 28
28 32 52 52
10 32 24 24
33 138 49 49
33 34 59 59
34 35 4 4
34 36 17 17
35 36 20 20
35 37 25 25
37 38 6 6
38 39 18 18
39 40 12 12
37 40 10 10
40 46 99 99
36 41 17 17
41 42 5 5
36 42 16 16
42 43 31 31
43 44 14 14
33 44 4 4
41 46 4 4
45 46 7 7
42 45 5 5
32 138 13 13
47 48 10 10
47 49 8 8
49 50 30 30
50 51 12 12
51 52 12 12
52 139 24 24
48 139 24 24
53 54 10 10
54 55 4 4
55 56 49 49
56 57 20 20
57 58 40 40
58 59 18 18
44 59 15 15
59 60 35 35
58 60 31 31
48 60 13 13
56 61 14 14
61 62 7 7
62 63 9 9
63 64 15 15
61 65 37 37
65 66 33 33
66 67 9 9
66 68 4 4
68 69 8 8
69 70 9 9
68 70 6 6
70 71 9 9
71 72 18 18
71 73 15 15
72 73 5 5
43 72 36 36
70 74 36 36
74 75 47 47
73 75 27 27
75 76 10 10
45 76 16 16
76 77 15 15
77 78 12 12
78 79 12 12
78 80 9 9
79 80 10 10
79 81 16 16
81 82 10 10
80 82 17 17
81 83 13 13
82 83 18 18
83 84 10 10
84 85 20 20
85 86 4 4
88 91 10 10
81 91 26 26
83 91 29 29
63 92 28 28
62 92 25 25
94 95 8 8
95 96 17 17
96 97 3 3
95 98 10 10
96 98 37 37
98 99 33 33
101 103 21 21
103 104 6 6
104 105 15 15
105 106 28 28
106 107 25 25
105 107 38 38
107 108 103 103
106 109 8 8
109 110 7 7
109 111 13 13
106 111 13 13
111 112 4 4
102 112 46 46
112 113 12 12
113 114 36 36
114 115 10 10
0 115 18 18
115 116 19 19
114 116 20 20
1 116 16 16
116 117 49 49
116 118 24 24
118 119 14 14
113 117 58 58
3 123 67 67
123 125 11 11
125 126 15 15
126 127 22 22
2 127 41 41
127 128 23 23
126 128 11 11
125 129 35 35
125 130 26 26
130 131 5 5
131 132 7 7
132 133 10 10
132 134 19 19
133 134 14 14
133 135 31 31
135 136 29 29
135 137 5 5
130 137 47 47
124 137 20 20
54 139 14 14
53 139 18 18
10 26 50 50
57 69 11 11
5 6 21 0
8 9 12 0
17 18 6 0
20 22 55 0
22 25 20 0
25 30 12 0
47 138 49 0
55 64 30 0
85 87 33 0
87 88 14 0
87 89 12 0
89 90 7 0
67 89 67 0
65 90 69 0
92 93 17 0
93 94 49 0
93 99 17 0
93 100 4 0
65 100 28 0
100 101 17 0
101 102 42 0
90 102 27 0
90 117 35 0
117 120 17 0
119 120 16 0
120 121 8 0
86 121 15 0
121 122 15 0
122 123 29 0
119 122 32 0
122 124 32 0
29
120
17188
17188
